"id","13","0","5","14","12"
"BardInfo","请让我赋诗一首","Poem's grace, murder's trace, a rhythmic dance in dark embrace.","Поэма для вас, умрите сейчас!","请让我赋诗一首","请让我赋诗一首"

"## 以下是职业描述（使用/m或/r指令后得到的文本）"

"# 内鬼阵营 / Long Impostors descriptions"
"BountyHunterInfoLong","(内鬼阵营):\n赏金猎人会被随机分配一个悬赏目标，若在规定时间内击杀了悬赏目标，则击杀CD会变得很短，能立刻进行下一次击杀。若赏金猎人击杀的人不是赏金目标，则击杀CD会被延长。若赏金猎人在规定时间内没有完成任何击杀，则目标会被随机切换为另一个人。","(Impostors):\nIf you kill your assigned target, your next kill cooldown will be shortened.\nIf you kill anyone other than your target, your next kill cooldown will be increased.\nThe target swaps after a certain amount of time.","(Предатель):\nЕсли Охотник за головами убьет назначенную ему цель, время отката убийства будет намного меньше чем обычно. \n При убийстве игрока который не является его целью, приводит к стандартному времени отката убийства. \nЦели меняются спустя какое-то время","(内鬼阵营):\n赏金猎人会被随机分配一个悬赏目标，若在规定时间内击杀了悬赏目标，则击杀CD会变得很短，能立刻进行下一次击杀。若赏金猎人击杀的人不是赏金目标，则击杀CD会被延长。若赏金猎人在规定时间内没有完成任何击杀，则目标会被随机切换为另一个人。","(内鬼阵营):\n赏金猎人会被随机分配一个悬赏目标，若在规定时间内击杀了悬赏目标，则击杀CD会变得很短，能立刻进行下一次击杀。若赏金猎人击杀的人不是赏金目标，则击杀CD会被延长。若赏金猎人在规定时间内没有完成任何击杀，则目标会被随机切换为另一个人。"
"FireWorksInfoLong","(内鬼阵营):\n烟花商人可以安放烟花炸弹，造成范围性杀伤。烟花商人使用变形可以安放至多三个烟花炸弹。当存活的内鬼阵营玩家仅剩烟花商人且烟花炸弹安置完毕时，烟花商人可以使用变形下引爆炸弹。烟花炸弹可以同样炸死烟花商人自己。但如果烟花炸弹炸死所有存活玩家，那也算内鬼阵营胜利。","(Impostors):\nFireworker can place firework bombs to cause area damage. The Fireworker can plant up to three firework bombs using shapeshift. When only the Fireworker is left among the imporstor team players and the firework bombs is placed, the Fireworker can use shapeshift to detonate the bomb. The firework bombs can also kill the Fireworker himself. But if the firework bombs kills all surviving players, it is also considered a victory for the imporstors.","(Предатель):\nФейерверк может поставить несколько фейерверков с помощью Морфлинга. \nПосле установки всех фейерверков он может поджечь их все сразу с помощью использования Морфлинга, когда он является последним Предателем. \nТолько после этого он сможет убивать.","(内鬼阵营):\n烟花商人可以安放烟花炸弹，造成范围性杀伤。烟花商人使用变形可以安放至多三个烟花炸弹。当存活的内鬼阵营玩家仅剩烟花商人且烟花炸弹安置完毕时，烟花商人可以使用变形下引爆炸弹。烟花炸弹可以同样炸死烟花商人自己。但如果烟花炸弹炸死所有存活玩家，那也算内鬼阵营胜利。","(内鬼阵营):\n烟花商人可以安放烟花炸弹，造成范围性杀伤。烟花商人使用变形可以安放至多三个烟花炸弹。当存活的内鬼阵营玩家仅剩烟花商人且烟花炸弹安置完毕时，烟花商人可以使用变形下引爆炸弹。烟花炸弹可以同样炸死烟花商人自己。但如果烟花炸弹炸死所有存活玩家，那也算内鬼阵营胜利。"
"SerialKillerInfoLong","(内鬼阵营):\n嗜血杀手的击杀冷却很短，但是在指定时间内没有杀人的话，嗜血杀手就会自杀。","(Impostors):\nYou have a shorter kill cooldown than other impostors, but you will die if you don't kill before the end of your shapeshift cooldown.","(Предатель):\nУ Серийного Убийцы еще более короткий откат убийства. \nНо если он не совершит убийство в установленный срок, то он мгновенно убьет сам себя.","(内鬼阵营):\n嗜血杀手的击杀冷却很短，但是在指定时间内没有杀人的话，嗜血杀手就会自杀。","(内鬼阵营):\n嗜血杀手的击杀冷却很短，但是在指定时间内没有杀人的话，嗜血杀手就会自杀。"
"ShapeMasterInfoLong","(内鬼阵营):\n千面鬼没有变形冷却，但千面鬼默认的变形持续时间更短。","(Impostors):\nThe Shape Master has no Shapeshift cooldown, but their default Shapeshift duration is shorter.","(Предатель):\nШпион не имеет отката восстановления Морфа. \nС другой стороны, длительность Морфа по умолчанию стоит куда меньше. \nПродолжительность Морфа можно изменить в настройках.","(内鬼阵营):\n千面鬼没有变形冷却，但千面鬼默认的变形持续时间更短。","(内鬼阵营):\n千面鬼没有变形冷却，但千面鬼默认的变形持续时间更短。"
"MareInfoLong","(内鬼阵营):\n梦魇只能在停电时下进行击杀。若梦魇击杀成功，梦魇的击杀冷却将变成原来的一半。此外，停电持续的时间内梦魇的移动速度也会增加，但是请注意，停电时间内内所有玩家都能看到梦魇的名字以红色表示。","(Impostors):\nYou can only kill during the Lights Sabotage.\nYour Kill Cooldown is shorter though.\nDuring Fix Lights, you can move faster, but your name will be displayed in red for everyone.","(Предатель):\nПредатель, который может убивать только при выключенном свете. \nКаждое его убийство вдвое снижает откат убийства. \nСкорость движения также будет выше при выключенном свете, но его никнейм станет красным и будет виден всем игрокам.","(内鬼阵营):\n梦魇只能在停电时下进行击杀。若梦魇击杀成功，梦魇的击杀冷却将变成原来的一半。此外，停电持续的时间内梦魇的移动速度也会增加，但是请注意，停电时间内内所有玩家都能看到梦魇的名字以红色表示。","(内鬼阵营):\n梦魇只能在停电时下进行击杀。若梦魇击杀成功，梦魇的击杀冷却将变成原来的一半。此外，停电持续的时间内梦魇的移动速度也会增加，但是请注意，停电时间内内所有玩家都能看到梦魇的名字以红色表示。"
"VampireInfoLong","(内鬼阵营):\n在吸血鬼的吸血的对象不会立刻死亡，而是延迟一段时间突然暴毙。若在这段时间内进入会议阶段，该目标将立即死亡。当被击杀目标为诱饵时，吸血鬼还是会被迫报告诱饵的尸体。","(Impostors):\nThe bitten target of the Vampire will not die immediately, but will die suddenly after a delay. If a meeting is called within this time, the target will die immediately. If you bite a Bait, you make a normal kill and you're forced to self-report.","(Предатель):\nВампир может кусать игроков, а не убивать. \nУкушенный игрок умирает спустя какое-то время, или же умирает сразу как только произойдёт срочное собрание. \nНо если он укусит [Приманку](#Bait) он совершит обычное убийство и он вынужден сразу зарепортить труп.","(内鬼阵营):\n在吸血鬼的吸血的对象不会立刻死亡，而是延迟一段时间突然暴毙。若在这段时间内进入会议阶段，该目标将立即死亡。当被击杀目标为诱饵时，吸血鬼还是会被迫报告诱饵的尸体。","(内鬼阵营):\n在吸血鬼的吸血的对象不会立刻死亡，而是延迟一段时间突然暴毙。若在这段时间内进入会议阶段，该目标将立即死亡。当被击杀目标为诱饵时，吸血鬼还是会被迫报告诱饵的尸体。"
"WarlockInfoLong","(内鬼阵营):\n术士可以使用击杀键给目标下咒，出现盾牌破碎则是下咒成功（放心，只有你能看见）。当术士变形时，被下咒的玩家会自动击杀离自己最近的玩家。请注意，摆烂人不会替你办事，诅咒摆烂人只会浪费你的时间。","(Impostors):\nThe Warlock can curse another players while not Shapeshifted.\nWhen they Shapeshift after cursing, the player closest to the cursed player is killed no matter how far away they are.\nWhile Shapeshifting, you can perform normal kills.\nOnly 1 player can be cursed at a time.","(Предатель):\nКолдун может проклинать игроков. \nКогда он Морфится после проклинания какого либо игрока, то проклятый игрок убивает любого игрока который находится по близости, независимо от того насколько далеко он находится. \nТак же во время Морфа он совершает обычные убийства.","(内鬼阵营):\n术士可以使用击杀键给目标下咒，出现盾牌破碎则是下咒成功（放心，只有你能看见）。当术士变形时，被下咒的玩家会自动击杀离自己最近的玩家。请注意，摆烂人不会替你办事，诅咒摆烂人只会浪费你的时间。","(内鬼阵营):\n术士可以使用击杀键给目标下咒，出现盾牌破碎则是下咒成功（放心，只有你能看见）。当术士变形时，被下咒的玩家会自动击杀离自己最近的玩家。请注意，摆烂人不会替你办事，诅咒摆烂人只会浪费你的时间。"
"ZombieInfoLong","(内鬼阵营):\n僵尸的击杀冷却很短，但移动速度很慢且视野极小。僵尸不会被独裁者以外的人票出，僵尸的移动速度会随着击杀或时间流逝逐渐变慢。","(Impostors):\nZombie has a short kill cooldown, but move very slowly and has very little vision. Zombie will not be voted out by anyone other than the Dictator, and the movement speed of zombie will gradually slow down as they are killing or time passes.","(Предатель):\nУ Зомби короткий откат убийства, но он двигается очень медленно и имеет очень маленькую дальность обзора. За Зомби не проголосуют другие игроки, кроме диктатора.","(内鬼阵营):\n僵尸的击杀冷却很短，但移动速度很慢且视野极小。僵尸不会被独裁者以外的人票出，僵尸的移动速度会随着击杀或时间流逝逐渐变慢。","(内鬼阵营):\n僵尸的击杀冷却很短，但移动速度很慢且视野极小。僵尸不会被独裁者以外的人票出，僵尸的移动速度会随着击杀或时间流逝逐渐变慢。"
"AssassinInfoLong","(内鬼阵营):\n刺客可以使用击杀键标记一个目标，标记成功则自己身上会出现碎盾动画作为提示。之后刺客可以使用变形传送至被标记者的身边并击杀被标记者。刺客不可以进行常规击杀，但根据房主设定可能可以在刺杀后进行常规击杀。","(Impostors):\nThe Assassin can use the kill button to mark a target, and if the mark is successful, a shield-animation will displayed as a reminder. The Assassin can then use shapeshift to teleport to the marked person and kill the marked person. Assassin cannot kill regularly, but may be able to kills regulatly after assassination according to the host's settings.","(Предатель):\nАссасин может использовать кнопку ''Убить'' чтобы пометить цель, и если щит был сломан, проклятие применено успешно (не волнуйтесь, только вы можете это увидеть). После этого Ассасин может использовать Морф, чтобы телепортироваться к помеченному игроку в любое время и убить помеченному игрока. \nПримечание: Ассасин может совершать обычные убийства в состоянии Морфа.","(内鬼阵营):\n刺客可以使用击杀键标记一个目标，标记成功则自己身上会出现碎盾动画作为提示。之后刺客可以使用变形传送至被标记者的身边并击杀被标记者。刺客不可以进行常规击杀，但根据房主设定可能可以在刺杀后进行常规击杀。","(内鬼阵营):\n刺客可以使用击杀键标记一个目标，标记成功则自己身上会出现碎盾动画作为提示。之后刺客可以使用变形传送至被标记者的身边并击杀被标记者。刺客不可以进行常规击杀，但根据房主设定可能可以在刺杀后进行常规击杀。"
"HackerInfoLong","(内鬼阵营):\n骇客可以使用变形骇入变形的目标，被骇入的目标会立刻报告骇客本轮击杀的尸体，若本轮骇客没有击杀，则随机报告场上存在的尸体，若场上不存在尸体则目标报告自己的尸体（效果类似被害妄想症）。请注意：骇客技能无视尸体是否可以被报告。此外，摆烂人不会替你办事，骇入摆烂人只会浪费你的时间。","(Impostors):\nThe Hacker can use shapeshift to hack into the shapeshifting target. The hacked target will immediately report the body killed by the Hacker in this round. If there is no dead body, the target will report its own dead body (the effect is similar to Paranoid). Note: hacking ignores whether a body can be reported. Also, hacking Lazy Guy won't do things for you, hacking Lazy Guy just wastes your time.","(Предатель):\nХакер может использовать навык после убийства. Цель подвергшуюся взлому, сразу же сообщит о теле жертвы, убитой хакером в этом раунде. Если возле Хакера нету целей для взлома, то Хакер сделает селфрепорт  (эффект аналогичен Байту). ★Обратите внимание★: Способность Ленивого Парня игнорирует способность Хакера. \nНе может заставлять репортить плохих парней (Шакал, Предатель, т. д.)","(内鬼阵营):\n骇客可以使用变形骇入变形的目标，被骇入的目标会立刻报告骇客本轮击杀的尸体，若本轮骇客没有击杀，则随机报告场上存在的尸体，若场上不存在尸体则目标报告自己的尸体（效果类似被害妄想症）。请注意：骇客技能无视尸体是否可以被报告。此外，摆烂人不会替你办事，骇入摆烂人只会浪费你的时间。","(内鬼阵营):\n骇客可以使用变形骇入变形的目标，被骇入的目标会立刻报告骇客本轮击杀的尸体，若本轮骇客没有击杀，则随机报告场上存在的尸体，若场上不存在尸体则目标报告自己的尸体（效果类似被害妄想症）。请注意：骇客技能无视尸体是否可以被报告。此外，摆烂人不会替你办事，骇入摆烂人只会浪费你的时间。"
"MinerInfoLong","(内鬼阵营):\n矿工变形以及解除变形的时候会传送至上一个进入的通风口。（注意，是进去的通风管而不是出来的通风管）","(Impostors):\nMiner can shapeshift to teleport back to the last vent they were in.","(Предатель):\nКогда Шахтер использует Морф и он освобождается от Морфа, он будет телепортирован к вентиляции который он использовал в последний раз. \n(Обратите внимание, что это вентиляция, которая входит внутрь, а не вентиляция, которая выходит наружу)","(内鬼阵营):\n矿工变形以及解除变形的时候会传送至上一个进入的通风口。（注意，是进去的通风管而不是出来的通风管）","(内鬼阵营):\n矿工变形以及解除变形的时候会传送至上一个进入的通风口。（注意，是进去的通风管而不是出来的通风管）"
"MinimalismInfoLong","(内鬼阵营):\n杀戮机器的击杀冷却很短，但杀戮机器无法使用通风管道、没有内鬼视野、无法破坏、无法报告也无法召开紧急会议。","(Impostors):\nKilling Machine has a very short kill cooldown, but cannot vent, has lower vision, cannot sabotage, cannot report, and cannot call emergency meetings.","(Предатель):\nУ Машины для Убийств очень короткий откат убийства, но машина для убийств не может использовать вентиляцию, не видит других Предателей, не может быть убит, не может зарепортить труп и не может вызвать срочное собрание.","(内鬼阵营):\n杀戮机器的击杀冷却很短，但杀戮机器无法使用通风管道、没有内鬼视野、无法破坏、无法报告也无法召开紧急会议。","(内鬼阵营):\n杀戮机器的击杀冷却很短，但杀戮机器无法使用通风管道、没有内鬼视野、无法破坏、无法报告也无法召开紧急会议。"
"EscapeeInfoLong","(内鬼阵营):\n可以使用变形标记一个地点，解除变形时不会触发任何效果，再次变形时将会瞬移到标记地点。","(Impostors):\nEscapist can mark a location by shapeshifting, and they will be teleported to the marked location when they shapeshift again (not when unshifting).","(Предатель):\nОн может использовать Морф, чтобы отметить своё текущее местоположение. При снятии Морфа способность не сработает, но когда он использует Морф во второй раз, то он телепортируется в ранее отмеченное местоположение","(内鬼阵营):\n可以使用变形标记一个地点，解除变形时不会触发任何效果，再次变形时将会瞬移到标记地点。","(内鬼阵营):\n可以使用变形标记一个地点，解除变形时不会触发任何效果，再次变形时将会瞬移到标记地点。"
"WitchInfoLong","(内鬼阵营):\n女巫拥有两种攻击方式：直接击杀与诅咒。快速连续点击两次击杀键为正常击杀，只按一次击杀键则是诅咒。会议时，被诅咒的目标会带有对全员可见的诅咒标记「†」。如果女巫未在会议时被投票放逐，被诅咒的目标将会在会议结束后死亡。","(Impostors):\nWitch have two attack methods: Normal kill and curse. Click the kill button twice quickly to make a normal kill, and click the kill button only once to cast a curse. During the next meeting, the cursed target will have a curse mark "†" visible to everyone. If the Witch is not voted out at the meeting, the cursed target(s) will die after the meeting.","(Предатель):\nВедьма может совершить убийство или заклинание по очереди. \nИгроки, которые были проклятые Ведьма на голосовании помечаются красным крестом справа от никнейма, \nИ если Ведьма не изгнан, все проклятые им игроки умирают сразу же после голосования.","(内鬼阵营):\n女巫拥有两种攻击方式：直接击杀与诅咒。快速连续点击两次击杀键为正常击杀，只按一次击杀键则是诅咒。会议时，被诅咒的目标会带有对全员可见的诅咒标记「†」。如果女巫未在会议时被投票放逐，被诅咒的目标将会在会议结束后死亡。","(内鬼阵营):\n女巫拥有两种攻击方式：直接击杀与诅咒。快速连续点击两次击杀键为正常击杀，只按一次击杀键则是诅咒。会议时，被诅咒的目标会带有对全员可见的诅咒标记「†」。如果女巫未在会议时被投票放逐，被诅咒的目标将会在会议结束后死亡。"
"MafiaInfoLong","(内鬼阵营):\n黑手党在游戏中有其他内鬼存活时不可以进行击杀，但死亡后可以输入 /rv [玩家编号] 以击杀指定玩家。","(Impostors):\nMafia can't kill while there are other Impostors alive in the game, but can use command /rv [player id] after death to kill the specified player.","(Предатель):\nМафия не может убивать, когда в игре есть другие живые предатели, но он может ввести команду /rv [Индификатор игрока], чтобы убить назначенного игрока после смерти Мафии.","(内鬼阵营):\n黑手党在游戏中有其他内鬼存活时不可以进行击杀，但死亡后可以输入 /rv [玩家编号] 以击杀指定玩家。","(内鬼阵营):\n黑手党在游戏中有其他内鬼存活时不可以进行击杀，但死亡后可以输入 /rv [玩家编号] 以击杀指定玩家。"
"PuppeteerInfoLong","(内鬼阵营):\n傀儡师的操控对象会击杀其遇到的下一个船员。若后者在接触的同时死亡，则前者死亡。傀儡师不可以正常击杀。请注意，摆烂人不会替你办事，操控摆烂人只会浪费你的时间。","(Impostors):\nThe player controlled by the Puppeteer will kill the next non-impostor player that shows up closest to them. If the latter dies on contact, the former dies. Puppeteers cannot kill normally. Note that Lazy Guy will not do things for you, controlling Lazy Guy will only waste your time.","(Предатель):\nКукловод может совершить убийство с помощью помеченного игрока, но не может убивать как обычный Предатель. \nЕсли цель убивает противника и он срабатывает в момент убийства цели, эффект отразится на цели. \nВы не можете совершать обычные убийства.","(内鬼阵营):\n傀儡师的操控对象会击杀其遇到的下一个船员。若后者在接触的同时死亡，则前者死亡。傀儡师不可以正常击杀。请注意，摆烂人不会替你办事，操控摆烂人只会浪费你的时间。","(内鬼阵营):\n傀儡师的操控对象会击杀其遇到的下一个船员。若后者在接触的同时死亡，则前者死亡。傀儡师不可以正常击杀。请注意，摆烂人不会替你办事，操控摆烂人只会浪费你的时间。"
"TimeThiefInfoLong","(内鬼阵营):\n蚀时者每击杀一个人，会议时间就将减少一定时间。如果蚀时者死亡，会议时间会恢复正常。","(Impostors):\nEvery time the Time Thief kills a player, the meeting time will be reduced by a certain amount of time. If the Time Thief dies, the meeting time will return to normal.","(Предатель):\nКаждое убийство Вора Времени сокращает время обсуждения и голосования на собраниях. \nВ зависимости от настроек потерянное время возвращается после того, как он будет убит или изгнан.","(内鬼阵营):\n蚀时者每击杀一个人，会议时间就将减少一定时间。如果蚀时者死亡，会议时间会恢复正常。","(内鬼阵营):\n蚀时者每击杀一个人，会议时间就将减少一定时间。如果蚀时者死亡，会议时间会恢复正常。"
"SniperInfoLong","(内鬼阵营):\n狙击手拥有远距离射杀的能力。方法为：进入变形到解除变形的位置连成一条线，这条线包括这条线的射线上距离最近的玩家会被狙杀。狙击手在子弹用完后可以进行正常击杀。","(Impostors):\nYou can shoot players from far away.\nYou have to shapeshift twice to make a successful snipe.\nImagine an arrow pointing from your first shapeshift location towards your unshift location.\nThat will be the direction in which the snipe will be made.\nThe snipe kills the first person in its path.\nYou cannot kill normally until you use up all of your ammos.","(Предатель):\nСнайпер может стрелять в игроков на расстоянии. \nОн убивает игрока который, находится с ним на одной линии, от точки Морфа до точки возвращения в свой облик. \nОн может совершать обычные убийства после того, как все его патроны закончатся.","(内鬼阵营):\n狙击手拥有远距离射杀的能力。方法为：进入变形到解除变形的位置连成一条线，这条线包括这条线的射线上距离最近的玩家会被狙杀。狙击手在子弹用完后可以进行正常击杀。","(内鬼阵营):\n狙击手拥有远距离射杀的能力。方法为：进入变形到解除变形的位置连成一条线，这条线包括这条线的射线上距离最近的玩家会被狙杀。狙击手在子弹用完后可以进行正常击杀。"
"EvilTrackerInfoLong","(内鬼阵营):\n追踪者可以追踪其他人，追踪者可以变形为某个人以切换追踪目标为变形的目标。玩家名称下面的箭头代表着目标的方向。当内鬼队友杀人时，追踪者将会看到击杀闪烁提示。","(Impostors):\nThe Evil Tracker can track other people, and the tracker can shapeshift into someone to switch the tracking target to the shapeshift target (You will immediately unshift after performing shapeshift). The arrow below the Evil Tracker's name indicates the direction of the target. When the Evil Tracker's teammate kills, the Evil Tracker will see a kill-flash.","(Предатель):\nЗлой Следопыт может отслеживать других игроков. \nОн может видеть стрелки, которые указывают на Предателей или на того, в кого он превратился. \nОн может видеть когда было совершено убийство с помощью вспышки убийства.","(内鬼阵营):\n追踪者可以追踪其他人，追踪者可以变形为某个人以切换追踪目标为变形的目标。玩家名称下面的箭头代表着目标的方向。当内鬼队友杀人时，追踪者将会看到击杀闪烁提示。","(内鬼阵营):\n追踪者可以追踪其他人，追踪者可以变形为某个人以切换追踪目标为变形的目标。玩家名称下面的箭头代表着目标的方向。当内鬼队友杀人时，追踪者将会看到击杀闪烁提示。"
"EvilGuesserInfoLong","(内鬼阵营):\n邪恶赌怪可以在会议时猜测某位玩家的职业，正确则击杀目标，错误则会自杀。\n猜测指令为：/bt [玩家编号] [职业名]\n您可以在玩家名字前看到该玩家的编号，或者使用/id指令查看所有玩家的编号。","(Impostors):\nThe Evil Guesser can guess the role of a certain player during the meeting. If it is correct, the target dies, and if it is wrong, the Evil Guesser dies.\nThe guessing command is: /bt [player id] [role]\nYou can see the player's id before the player's name, or use the /id command to view the id of all players.","(Предатель):\nЗлой Угадыватель может угадывать роли определённого игрока во время встречи. Если он угадает роль правильно, то он убьет эту цель, а если неправильно, то он совершит самоубийство. \nКоманда для угадываний: '/bt [Номер игрока] [Название Роли]'' \nПример: /bt 3 Байт \nВы можете увидеть номер игрока перед его никнеймом, или же для просмотра номеров всех игроков нужно использовать команду ''/id'' .","(内鬼阵营):\n邪恶赌怪可以在会议时猜测某位玩家的职业，正确则击杀目标，错误则会自杀。\n猜测指令为：/bt [玩家编号] [职业名]\n您可以在玩家名字前看到该玩家的编号，或者使用/id指令查看所有玩家的编号。","(内鬼阵营):\n邪恶赌怪可以在会议时猜测某位玩家的职业，正确则击杀目标，错误则会自杀。\n猜测指令为：/bt [玩家编号] [职业名]\n您可以在玩家名字前看到该玩家的编号，或者使用/id指令查看所有玩家的编号。"
"AntiAdminerInfoLong","(内鬼阵营):\n监管者可以随时知道是否有船员阵营玩家或中立阵营玩家靠近监控面板、管理室地图、生命检测、通行记录等设备。请注意：监管者并不知道靠近的人是否真的在使用设备，只是知道有人靠近设备。","(Impostors):\nAnti Adminer can at any time find out if there are crewmates or neutrals near Cameras, Admin Table, Vitals, DoorLog and/or other devices. Note: Anti Adminer does not know for sure if the player is using the device while near it, it only knows that someone is near the device.","(Предатель):\nАнти Админер может в любое время узнать, есть ли Члены Экипажа или Нейтральные игроки рядом с Камерами, Админским столом, Пульсами, Журналами и с другими устройствами. \nПожалуйста, обратите внимание: Анти Админер не знает наверняка использует ли игрок устройство находясь рядом с ним, а знает только то, что кто-то находится рядом с устройством.","(内鬼阵营):\n监管者可以随时知道是否有船员阵营玩家或中立阵营玩家靠近监控面板、管理室地图、生命检测、通行记录等设备。请注意：监管者并不知道靠近的人是否真的在使用设备，只是知道有人靠近设备。","(内鬼阵营):\n监管者可以随时知道是否有船员阵营玩家或中立阵营玩家靠近监控面板、管理室地图、生命检测、通行记录等设备。请注意：监管者并不知道靠近的人是否真的在使用设备，只是知道有人靠近设备。"
"SansInfoLong","(内鬼阵营):\n狂妄杀手每次成功击杀都会减少他的击杀冷却。","(Impostors):\nArrogance reduces their kill cooldown with each successful kill.","(Предатель):\nКаждый раз, когда Высокомер совершает убийство, его откат убийства будет уменьшаться. ","(内鬼阵营):\n狂妄杀手每次成功击杀都会减少他的击杀冷却。","(内鬼阵营):\n狂妄杀手每次成功击杀都会减少他的击杀冷却。"
"BomberInfoLong","(内鬼阵营):\n自爆兵可以使用变形按钮来进行自爆，炸死一定范围里的玩家。但是作为代价，自爆兵自己也会被炸死。请注意：自爆兵爆炸的时候全体玩家会看到杀戮闪烁。","(Impostors):\nBomber can use the shapeshift button to self-explode, killing players within a certain range. But as a price, the Bomber will also die. Note: All players will see a kill-flash when the Bomber explodes.","(Предатель):\nБомбер может использовать Морф, чтобы взорвать игроков которые оказались в радиусе бомбы. Но в качестве платы, сам Бомбер будет также взорван. \nПожалуйста, обратите внимание: Когда Бомбер взорвётся, все игроки увидят ''Вспышку Убийства''. Эта вспышка точно такая же, как вспышка убийства когда умирает Знаменитость. Пожалуйста, обращайте внимание на экран.","(内鬼阵营):\n自爆兵可以使用变形按钮来进行自爆，炸死一定范围里的玩家。但是作为代价，自爆兵自己也会被炸死。请注意：自爆兵爆炸的时候全体玩家会看到杀戮闪烁。","(内鬼阵营):\n自爆兵可以使用变形按钮来进行自爆，炸死一定范围里的玩家。但是作为代价，自爆兵自己也会被炸死。请注意：自爆兵爆炸的时候全体玩家会看到杀戮闪烁。"
"ScavengerInfoLong","(内鬼阵营):\n清道夫击杀不会留下尸体。此外若受害者为诱饵，则诱饵的技能不会发动。","(Impostors):\nScavenger kills do not leave dead bodies behind. In addition, if the victim is a bait, no self-report will be made.","(Предатель):\nКогда Уборщик убёт игрока, то зарепортить этот труп будет невозможно.","(内鬼阵营):\n清道夫击杀不会留下尸体。此外若受害者为诱饵，则诱饵的技能不会发动。","(内鬼阵营):\n清道夫击杀不会留下尸体。此外若受害者为诱饵，则诱饵的技能不会发动。"
"BoobyTrapInfoLong","(内鬼阵营):\n诡雷在进行击杀后会在受害者尸体上装上诡雷，报告该尸体的玩家会立刻被炸死，被炸死的玩家也会附带诡雷的效果，以此类推。但作为代价，诡雷在进行击杀后会立刻自杀。请注意：诡雷自身的尸体并不附带诡雷效果。","(Impostors):\nBooby Trap will put booby trap on the victim's body after killing, and the player who reports the dead body with the booby trap will be killed immediately, and the player who is killed will also have the effect of booby traps, and so on. But as a price, the booby trap will die immediately after making a kill. Note: The Booby Trap doesn't have a booby trap effect on their own dead body.","(Предатель):\nМина Ловушка установит Мину на труп жертвы после убийства. Игрок который попытается зарепортить труп с миной будет немедленно убит, и игрок который попался на Мину также будет сопровождаться эффектом Мины, и так далее. Но в качестве платы Мина Ловушка суициднется сразу же после того как один из игроков попадётся на Мину. \nПожалуйста, обратите внимание: Труп самого Мины Ловушки не будет сопровождаться эффектом Мины.","(内鬼阵营):\n诡雷在进行击杀后会在受害者尸体上装上诡雷，报告该尸体的玩家会立刻被炸死，被炸死的玩家也会附带诡雷的效果，以此类推。但作为代价，诡雷在进行击杀后会立刻自杀。请注意：诡雷自身的尸体并不附带诡雷效果。","(内鬼阵营):\n诡雷在进行击杀后会在受害者尸体上装上诡雷，报告该尸体的玩家会立刻被炸死，被炸死的玩家也会附带诡雷的效果，以此类推。但作为代价，诡雷在进行击杀后会立刻自杀。请注意：诡雷自身的尸体并不附带诡雷效果。"
"CapitalismInfoLong","(内鬼阵营):\n资本家可以通过击杀按键给某位玩家增加一个短任务。请注意：对没有任务或已完成任务的玩家使用技能则不会生效。","(Impostors):\nCapitalists can add a short task to a player by pressing the kill button. Note: using skills on players who have no tasks or have completed tasks will not take effect.","(Предатель):\nКапиталист может добавить игроку одно короткое задание, нажав на кнопку ''Убить''. Пожалуйста, обратите внимание: навык не сработает если использовать навык на игроков, у которых нет заданий или которые уже выполнили все задания.","(内鬼阵营):\n资本家可以通过击杀按键给某位玩家增加一个短任务。请注意：对没有任务或已完成任务的玩家使用技能则不会生效。","(内鬼阵营):\n资本家可以通过击杀按键给某位玩家增加一个短任务。请注意：对没有任务或已完成任务的玩家使用技能则不会生效。"
